Student ID,grade,school_name,reading_score,math_score
21549,11th,Bailey High School,76,80
21550,10th,Bailey High School,78,78
21551,11th,Bailey High School,95,98
21552,9th,Bailey High School,68,75
21553,12th,Bailey High School,85,84
21554,9th,Bailey High School,63,79
21555,10th,Bailey High School,95,70
21556,12th,Bailey High School,88,63
21557,9th,Bailey High School,66,86
21558,12th,Bailey High School,80,81
21559,12th,Bailey High School,71,59
21560,11th,Bailey High School,95,80
21561,12th,Bailey High School,78,87
21562,10th,Bailey High School,78,87
21563,10th,Bailey High School,70,72
21564,12th,Bailey High School,95,97
21565,9th,Bailey High School,72,70
21566,11th,Bailey High School,73,83
21567,10th,Bailey High School,80,93
21568,11th,Bailey High School,70,58
21569,10th,Bailey High School,64,72
21570,12th,Bailey High School,83,60
21571,10th,Bailey High School,92,62
21572,11th,Bailey High School,81,86
21573,12th,Bailey High School,83,60
21574,10th,Bailey High School,67,58
21575,9th,Bailey High School,81,65
21576,11th,Bailey High School,98,56
21577,11th,Bailey High School,67,62
21578,9th,Bailey High School,91,92
21579,10th,Bailey High School,84,78
21580,11th,Bailey High School,98,82
21581,9th,Bailey High School,86,62
21582,9th,Bailey High School,78,94
21583,12th,Bailey High School,70,88
21584,12th,Bailey High School,95,92
21585,9th,Bailey High School,82,96
21586,12th,Bailey High School,75,93
21587,10th,Bailey High School,71,72
21588,12th,Bailey High School,63,96
21589,12th,Bailey High School,68,96
21590,10th,Bailey High School,66,95
21591,12th,Bailey High School,90,56
21592,11th,Bailey High School,72,66
21593,10th,Bailey High School,65,66
21594,12th,Bailey High School,69,64
21595,9th,Bailey High School,69,91
21596,9th,Bailey High School,98,65
21597,12th,Bailey High School,90,72
21598,10th,Bailey High School,85,55
21599,11th,Bailey High School,90,97
21600,11th,Bailey High School,69,84
21601,9th,Bailey High School,84,64
21602,11th,Bailey High School,95,55
21603,10th,Bailey High School,76,59
21604,12th,Bailey High School,89,78
21605,9th,Bailey High School,80,87
21606,11th,Bailey High School,73,93
21607,10th,Bailey High School,85,58
21608,11th,Bailey High School,92,58
21609,9th,Bailey High School,86,62
21610,11th,Bailey High School,92,72
21611,11th,Bailey High School,68,98
21612,11th,Bailey High School,83,57
21613,9th,Bailey High School,79,84
21614,9th,Bailey High School,72,98
21615,10th,Bailey High School,74,75
21616,9th,Bailey High School,79,76
21617,10th,Bailey High School,80,83
21618,9th,Bailey High School,90,56
21619,11th,Bailey High School,65,77
21620,12th,Bailey High School,99,63
21621,12th,Bailey High School,67,98
21622,10th,Bailey High School,91,56
21623,9th,Bailey High School,89,90
21624,10th,Bailey High School,81,91
21625,12th,Bailey High School,66,71
21626,12th,Bailey High School,68,72
21627,9th,Bailey High School,68,65
21628,10th,Bailey High School,70,72
21629,11th,Bailey High School,98,68
21630,11th,Bailey High School,81,93
21631,11th,Bailey High School,80,60
21632,9th,Bailey High School,78,76
21633,10th,Bailey High School,75,82
21634,9th,Bailey High School,72,81
21635,10th,Bailey High School,64,85
21636,10th,Bailey High School,97,70
21637,9th,Bailey High School,76,66
21638,10th,Bailey High School,80,79
21639,12th,Bailey High School,79,62
21640,10th,Bailey High School,88,91
21641,10th,Bailey High School,79,59
21642,12th,Bailey High School,68,75
21643,11th,Bailey High School,82,79
21644,12th,Bailey High School,70,56
21645,11th,Bailey High School,80,98
21646,12th,Bailey High School,84,98
21647,11th,Bailey High School,78,66
21648,9th,Bailey High School,94,78
21649,11th,Bailey High School,76,82
21650,9th,Bailey High School,81,98
21651,10th,Bailey High School,67,92
21652,11th,Bailey High School,64,82
21653,9th,Bailey High School,98,64
21654,9th,Bailey High School,98,82
21655,9th,Bailey High School,99,88
21656,9th,Bailey High School,82,92
21657,9th,Bailey High School,74,71
21658,11th,Bailey High School,94,61
21659,11th,Bailey High School,67,90
21660,10th,Bailey High School,95,77
21661,9th,Bailey High School,76,85
21662,10th,Bailey High School,96,87
21663,12th,Bailey High School,71,82
21664,10th,Bailey High School,70,73
21665,12th,Bailey High School,63,75
21666,10th,Bailey High School,86,81
21667,10th,Bailey High School,71,85
21668,9th,Bailey High School,82,57
21669,9th,Bailey High School,90,82
21670,11th,Bailey High School,66,62
21671,10th,Bailey High School,78,63
21672,9th,Bailey High School,75,93
21673,12th,Bailey High School,67,96
21674,9th,Bailey High School,63,87
21675,10th,Bailey High School,79,95
21676,11th,Bailey High School,81,73
21677,10th,Bailey High School,93,98
21678,11th,Bailey High School,83,81
21679,9th,Bailey High School,65,84
21680,12th,Bailey High School,66,62
21681,10th,Bailey High School,98,95
21682,11th,Bailey High School,77,79
21683,12th,Bailey High School,81,68
21684,9th,Bailey High School,69,93
21685,9th,Bailey High School,65,72
21686,9th,Bailey High School,77,90
21687,10th,Bailey High School,75,62
21688,9th,Bailey High School,79,82
21689,9th,Bailey High School,90,65
21690,10th,Bailey High School,81,94
21691,10th,Bailey High School,97,81
21692,9th,Bailey High School,69,87
21693,10th,Bailey High School,94,60
21694,9th,Bailey High School,84,72
21695,10th,Bailey High School,95,65
21696,10th,Bailey High School,72,96
21697,12th,Bailey High School,96,94
21698,9th,Bailey High School,90,91
21699,10th,Bailey High School,81,68
21700,10th,Bailey High School,78,88
21701,9th,Bailey High School,82,80
21702,12th,Bailey High School,63,56
21703,12th,Bailey High School,68,93
21704,9th,Bailey High School,97,72
21705,10th,Bailey High School,64,92
21706,11th,Bailey High School,69,64
21707,11th,Bailey High School,96,84
21708,11th,Bailey High School,96,71
21709,10th,Bailey High School,98,66
21710,12th,Bailey High School,84,79
21711,12th,Bailey High School,67,77
21712,9th,Bailey High School,90,79
21713,12th,Bailey High School,71,65
21714,9th,Bailey High School,73,69
21715,9th,Bailey High School,72,90
21716,9th,Bailey High School,99,59
21717,9th,Bailey High School,65,84
21718,12th,Bailey High School,76,82
21719,10th,Bailey High School,89,81
21720,11th,Bailey High School,92,76
21721,12th,Bailey High School,82,88
21722,10th,Bailey High School,94,72
21723,9th,Bailey High School,95,80
21724,12th,Bailey High School,92,68
21725,11th,Bailey High School,81,98
21726,9th,Bailey High School,73,74
21727,11th,Bailey High School,67,89
21728,10th,Bailey High School,65,58
21729,11th,Bailey High School,86,97
21730,11th,Bailey High School,93,63
21731,9th,Bailey High School,77,63
21732,10th,Bailey High School,84,71
21733,9th,Bailey High School,91,79
21734,11th,Bailey High School,86,86
21735,11th,Bailey High School,65,77
21736,12th,Bailey High School,67,56
21737,9th,Bailey High School,99,77
21738,11th,Bailey High School,69,66
21739,10th,Bailey High School,90,68
21740,11th,Bailey High School,98,69
21741,12th,Bailey High School,69,84
21742,11th,Bailey High School,64,80
21743,12th,Bailey High School,69,98
21744,10th,Bailey High School,75,75
21745,10th,Bailey High School,66,87
21746,12th,Bailey High School,94,81
21747,11th,Bailey High School,92,56
21748,10th,Bailey High School,78,84
21749,11th,Bailey High School,70,71
21750,10th,Bailey High School,75,68
21751,9th,Bailey High School,89,99
21752,10th,Bailey High School,69,81
21753,12th,Bailey High School,72,76
21754,12th,Bailey High School,65,57
21755,12th,Bailey High School,63,61
21756,10th,Bailey High School,83,88
21757,10th,Bailey High School,74,80
21758,10th,Bailey High School,92,88
21759,10th,Bailey High School,78,86
21760,9th,Bailey High School,86,61
21761,9th,Bailey High School,93,73
21762,10th,Bailey High School,88,86
21763,11th,Bailey High School,65,61
21764,9th,Bailey High School,83,93
21765,9th,Bailey High School,80,69
21766,10th,Bailey High School,96,64
21767,9th,Bailey High School,85,70
21768,10th,Bailey High School,64,82
21769,10th,Bailey High School,97,89
21770,12th,Bailey High School,91,97
21771,10th,Bailey High School,80,78
21772,9th,Bailey High School,83,82
21773,12th,Bailey High School,90,56
21774,12th,Bailey High School,65,56
21775,9th,Bailey High School,94,61
21776,9th,Bailey High School,99,59
21777,9th,Bailey High School,63,62
21778,11th,Bailey High School,67,69
21779,12th,Bailey High School,70,75
21780,10th,Bailey High School,68,89
21781,10th,Bailey High School,77,63
21782,12th,Bailey High School,92,96
21783,9th,Bailey High School,93,79
21784,11th,Bailey High School,88,75
21785,10th,Bailey High School,79,65
21786,9th,Bailey High School,98,78
21787,12th,Bailey High School,67,78
21788,10th,Bailey High School,89,91
21789,12th,Bailey High School,84,70
21790,11th,Bailey High School,91,94
21791,11th,Bailey High School,79,70
21792,12th,Bailey High School,88,88
21793,9th,Bailey High School,72,78
21794,12th,Bailey High School,68,91
21795,10th,Bailey High School,80,76
21796,10th,Bailey High School,93,64
21797,12th,Bailey High School,87,88
21798,12th,Bailey High School,65,92
21799,10th,Bailey High School,84,62
21800,10th,Bailey High School,63,79
21801,10th,Bailey High School,71,58
21802,9th,Bailey High School,91,81
21803,9th,Bailey High School,74,83
21804,11th,Bailey High School,97,67
21805,12th,Bailey High School,99,90
21806,11th,Bailey High School,85,58
21807,9th,Bailey High School,72,94
21808,9th,Bailey High School,66,73
21809,9th,Bailey High School,87,89
21810,11th,Bailey High School,86,83
21811,9th,Bailey High School,87,62
21812,9th,Bailey High School,74,87
21813,12th,Bailey High School,65,81
21814,10th,Bailey High School,97,67
21815,11th,Bailey High School,90,73
21816,10th,Bailey High School,70,60
21817,10th,Bailey High School,70,98
21818,12th,Bailey High School,84,82
21819,11th,Bailey High School,74,58
21820,11th,Bailey High School,93,84
21821,10th,Bailey High School,93,97
21822,9th,Bailey High School,85,72
21823,9th,Bailey High School,65,86
21824,11th,Bailey High School,86,76
21825,10th,Bailey High School,93,85
21826,9th,Bailey High School,67,84
21827,10th,Bailey High School,75,62
21828,12th,Bailey High School,81,73
21829,12th,Bailey High School,85,69
21830,12th,Bailey High School,88,75
21831,10th,Bailey High School,71,90
21832,12th,Bailey High School,96,98
21833,9th,Bailey High School,76,79
21834,9th,Bailey High School,77,93
21835,10th,Bailey High School,70,61
21836,11th,Bailey High School,85,84
21837,9th,Bailey High School,96,91
21838,10th,Bailey High School,94,77
21839,11th,Bailey High School,81,87
21840,9th,Bailey High School,85,58
21841,10th,Bailey High School,95,92
21842,9th,Bailey High School,65,69
21843,10th,Bailey High School,92,84
21844,9th,Bailey High School,82,55
21845,11th,Bailey High School,74,95
21846,11th,Bailey High School,88,68
21847,10th,Bailey High School,78,56
21848,10th,Bailey High School,95,94
21849,9th,Bailey High School,94,70
21850,12th,Bailey High School,65,65
21851,11th,Bailey High School,96,72
21852,10th,Bailey High School,83,63
21853,10th,Bailey High School,66,76
21854,12th,Bailey High School,74,88
21855,12th,Bailey High School,80,64
21856,12th,Bailey High School,63,72
21857,12th,Bailey High School,65,97
21858,10th,Bailey High School,95,82
21859,12th,Bailey High School,81,73
21860,12th,Bailey High School,99,83
21861,9th,Bailey High School,93,55
21862,10th,Bailey High School,81,95
21863,11th,Bailey High School,80,67
21864,11th,Bailey High School,94,94
21865,9th,Bailey High School,66,79
21866,9th,Bailey High School,67,57
21867,9th,Bailey High School,97,79
21868,11th,Bailey High School,76,70
21869,9th,Bailey High School,75,71
21870,9th,Bailey High School,92,68
21871,10th,Bailey High School,67,86
21872,11th,Bailey High School,73,68
21873,9th,Bailey High School,90,57
21874,11th,Bailey High School,95,99
21875,10th,Bailey High School,77,67
21876,11th,Bailey High School,90,94
21877,9th,Bailey High School,86,77
21878,11th,Bailey High School,63,71
21879,9th,Bailey High School,99,87
21880,12th,Bailey High School,66,93
21881,12th,Bailey High School,77,71
21882,9th,Bailey High School,76,98
21883,12th,Bailey High School,86,92
21884,10th,Bailey High School,67,70
21885,9th,Bailey High School,73,72
21886,11th,Bailey High School,75,87
21887,12th,Bailey High School,90,84
21888,11th,Bailey High School,86,72
21889,12th,Bailey High School,92,75
21890,10th,Bailey High School,80,64
21891,9th,Bailey High School,71,75
21892,12th,Bailey High School,82,58
21893,11th,Bailey High School,75,69
21894,10th,Bailey High School,80,90
21895,10th,Bailey High School,65,93
21896,11th,Bailey High School,70,66
21897,10th,Bailey High School,89,96
21898,12th,Bailey High School,87,72
21899,12th,Bailey High School,79,90
21900,11th,Bailey High School,86,60
21901,9th,Bailey High School,95,65
21902,10th,Bailey High School,63,90
21903,12th,Bailey High School,70,89
21904,10th,Bailey High School,79,88
21905,9th,Bailey High School,93,72
21906,11th,Bailey High School,88,73
21907,12th,Bailey High School,98,56
21908,10th,Bailey High School,82,58
21909,11th,Bailey High School,83,91
21910,12th,Bailey High School,83,78
21911,11th,Bailey High School,87,61
21912,12th,Bailey High School,78,87
21913,12th,Bailey High School,98,56
21914,9th,Bailey High School,89,67
21915,11th,Bailey High School,72,67
21916,9th,Bailey High School,72,70
21917,9th,Bailey High School,98,79
21918,11th,Bailey High School,68,83
21919,10th,Bailey High School,74,81
21920,9th,Bailey High School,89,55
21921,12th,Bailey High School,67,78
21922,9th,Bailey High School,79,81
21923,9th,Bailey High School,72,59
21924,10th,Bailey High School,97,75
21925,12th,Bailey High School,97,57
21926,12th,Bailey High School,70,73
21927,11th,Bailey High School,74,66
21928,9th,Bailey High School,78,99
21929,9th,Bailey High School,93,88
21930,10th,Bailey High School,78,70
21931,11th,Bailey High School,77,99
21932,10th,Bailey High School,92,69
21933,9th,Bailey High School,89,87
21934,10th,Bailey High School,86,72
21935,9th,Bailey High School,76,83
21936,9th,Bailey High School,69,86
21937,10th,Bailey High School,86,95
21938,9th,Bailey High School,73,62
21939,10th,Bailey High School,94,58
21940,9th,Bailey High School,98,57
21941,11th,Bailey High School,65,67
21942,11th,Bailey High School,83,76
21943,9th,Bailey High School,87,98
21944,12th,Bailey High School,78,58
21945,10th,Bailey High School,93,95
21946,12th,Bailey High School,84,75
21947,11th,Bailey High School,81,93
21948,10th,Bailey High School,74,60
21949,11th,Bailey High School,87,61
21950,12th,Bailey High School,87,69
21951,10th,Bailey High School,87,92
21952,10th,Bailey High School,82,63
